Strand	Length	PID	Gene	Synonym	Code	COG	Product	Pos_Start	Pos_End	Predicted_Operon
+	144	384437169	slr0291	SYNGTS_1940	-	-	hypothetical protein	2129922	2130356	OF654
-	160	384437170	psbV	SYNGTS_1941	-	-	cytochrome c550	2130433	2130915	OR1
-	66	384437171	ssl0483	SYNGTS_1942	-	-	hypothetical protein	2131074	2131274	OR1
+	249	384437172	slr0292	SYNGTS_1943	-	-	hypothetical protein	2131613	2132362	OF655
-	157	384437173	sll0257	SYNGTS_1944	-	-	hypothetical protein	2132366	2132839	OR1
+	983	384437174	gcvP	SYNGTS_1945	-	-	P protein of glycine cleavage complex	2133019	2135970	OF656
+	159	384437175	slr0294	SYNGTS_1946	-	-	hypothetical protein	2136076	2136555	OF657
+	131	384437176	slr0392	SYNGTS_1947	-	-	hypothetical protein	2136503	2136898	OF657
+	121	384437177	slr0393	SYNGTS_1948	-	-	hypothetical protein	2136891	2137256	OF657
-	139	384437178	sll0364	SYNGTS_1949	-	-	hypothetical protein	2137540	2137959	OR1
+	400	384437179	pgk	SYNGTS_1950	-	-	phosphoglycerate kinase	2138010	2139212	OF657
+	309	384437180	ntcB	SYNGTS_1951	-	-	transcriptional activator protein NtcB	2139481	2140410	OF658
-	877	384437181	alaS	SYNGTS_1952	-	-	alanyl-tRNA synthetase	2140430	2143063	OR1
-	156	384437182	sll0361	SYNGTS_1953	-	-	hypothetical protein	2143244	2143714	OR1
-	277	384437183	sll0360	SYNGTS_1954	-	-	hypothetical protein	2143796	2144629	OR1
-	155	384437184	sll0359	SYNGTS_1955	-	-	hypothetical protein	2144817	2145284	OR1
+	191	384437185	slr0397	SYNGTS_1956	-	-	hypothetical protein	2145618	2146193	OF659
+	161	384437186	slr0398	SYNGTS_1957	-	-	hypothetical protein	2146365	2146850	OF660
+	326	384437187	ycf39	SYNGTS_1958	-	-	chaperon-like protein for quinone binding in photosystem II	2147070	2148050	OF661
+	305	384437188	slr0400	SYNGTS_1959	-	-	hypothetical protein	2148150	2149067	OF662
+	384	384437189	slr0401	SYNGTS_1960	-	-	spermidine/putrescine-binding periplasmic protein	2149064	2150218	OF662
+	194	384437190	slr0402	SYNGTS_1961	-	-	hypothetical protein	2150423	2151007	OF662
-	112	384437191	glnB	SYNGTS_1962	-	-	nitrogen regulatory protein P-II	2151108	2151446	OR1
+	333	384437192	slr0404	SYNGTS_1963	-	-	hypothetical protein	2151749	2152750	OF663
+	97	384437193	ssr0657	SYNGTS_1964	-	-	hypothetical protein	2153022	2153315	OF664
-	218	384437194	trpF	SYNGTS_1965	-	-	5'-phosphoribosyl anthranilate isomerase	2153333	2153989	OR1
-	330	384437195	sll0355	SYNGTS_1966	-	-	hypothetical protein	2154090	2155082	OR1
-	154	384437196	sll0354	SYNGTS_1967	-	-	hypothetical protein	2155314	2155778	OR1
+	342	384437197	pyrC	SYNGTS_1968	-	-	dihydroorotase	2156259	2157287	OF665
+	270	384437198	slr0407	SYNGTS_1969	-	-	hypothetical protein	2157360	2158172	OF666
+	4199	384437199	slr0408	SYNGTS_1970	-	-	hypothetical protein	2158437	2171036	OF667
+	244	384437200	slr0142	SYNGTS_1971	-	-	hypothetical protein	2171182	2171916	OF668
+	1191	384437201	hat	SYNGTS_1972	-	-	hypothetical protein	2172014	2175589	OF669
+	262	384437202	slr0144	SYNGTS_1973	-	-	hypothetical protein	2175932	2176720	OF670
+	136	384437203	slr0145	SYNGTS_1974	-	-	hypothetical protein	2176717	2177127	OF670
+	170	384437204	slr0146	SYNGTS_1975	-	-	hypothetical protein	2177142	2177654	OF670
+	292	384437205	slr0147	SYNGTS_1976	-	-	hypothetical protein	2177444	2178322	OF670
+	160	384437206	slr0148	SYNGTS_1977	-	-	ferredoxin	2178354	2178836	OF670
+	156	384437207	slr0149	SYNGTS_1978	-	-	hypothetical protein	2178890	2179360	OF670
+	103	384437208	petF	SYNGTS_1979	-	-	ferredoxin	2179394	2179705	OF670
+	320	384437209	slr0151	SYNGTS_1980	-	-	hypothetical protein	2179830	2180792	OF670
+	631	384437210	slr0152	SYNGTS_1981	-	-	serine/threonine protein kinase	2180880	2182775	OF671
-	584	384437211	sll0149	SYNGTS_1982	-	-	hypothetical protein	2182847	2184601	OR1
-	735	384437212	sll0148	SYNGTS_1983	-	-	hypothetical protein	2184687	2186894	OR1
-	668	384437213	sll0147	SYNGTS_1984	-	-	hypothetical protein	2187047	2189053	OR1
-	372	384437214	sll0146	SYNGTS_1985	-	-	high-affinity branched-chain amino acid transport protein BraE	2189750	2190868	OR1
-	182	384437215	frr	SYNGTS_1986	-	-	ribosome releasing factor	2190950	2191498	OR1
-	240	384437216	pyrH	SYNGTS_1987	-	-	uridine monophosphate kinase	2191485	2192207	OR1
-	73	384437217	ssl0259	SYNGTS_1988	-	-	hypothetical protein	2192408	2192629	OR1
+	898	384437218	clpB	SYNGTS_1989	-	-	ClpB protein	2193222	2195918	OF672
+	162	384437219	slr0157	SYNGTS_1990	-	-	hypothetical protein	2195949	2196437	OF672
-	1075	384437220	sll0142	SYNGTS_1991	-	-	cation or drug efflux system protein	2196549	2199776	OR1
-	467	384437221	sll0141	SYNGTS_1992	-	-	hypothetical protein	2199964	2201367	OR1
+	369	384437222	pilT	SYNGTS_1993	-	-	twitching motility protein	2201761	2202870	OF672
+	404	384437223	pilC	SYNGTS_1994	-	-	pilin biogenesis protein	2202974	2204188	OF673
+	225	384437224	clpP4	SYNGTS_1995	-	-	ATP-dependent Clp protease proteolytic subunit	2204590	2205267	OF674
+	202	384437225	clpP3	SYNGTS_1996	-	-	ATP-dependent Clp protease proteolytic subunit	2205367	2205975	OF675
-	441	384437226	pepP	SYNGTS_1997	-	-	aminopeptidase P	2206186	2207511	OR1
-	326	384437227	sll0135	SYNGTS_1998	-	-	hypothetical protein	2207594	2208574	OR1
-	78	384437228	ssl0242	SYNGTS_1999	-	-	hypothetical protein	2208519	2208755	OR1
-	62	384437229	ssl0241	SYNGTS_2000	-	-	hypothetical protein	2208822	2209010	OR1
+	84	384437230	ssr0256	SYNGTS_2001	-	-	transposase	2209267	2209521	OF676
+	100	384437231	slr0166	SYNGTS_2002	-	-	transposase	2209442	2209744	OF676
+	398	384437232	slr1923	SYNGTS_2003	-	-	hypothetical protein	2210099	2211295	OF676
+	400	384437233	slr1924	SYNGTS_2004	-	-	D-alanyl-D-alanine carboxypeptidase	2211321	2212523	OF676
+	342	384437234	cbiB	SYNGTS_2005	-	-	cobalamin biosynthesis protein	2212523	2213551	OF676
-	335	384437235	prfB	SYNGTS_2006	-	-	peptide chain release factor	2213501	2214508	OR1
-	899	384437236	sll1864	SYNGTS_2007	-	-	chloride channel protein	2215292	2217991	OR1
+	223	384437237	slr1926	SYNGTS_2008	-	-	hypothetical protein	2217938	2218609	OF676
+	406	384437238	slr1927	SYNGTS_2009	-	-	hypothetical protein	2218557	2219777	OF676
+	194	384437239	slr1928	SYNGTS_2010	-	-	hypothetical protein	2219863	2220447	OF676
+	183	384437240	slr1929	SYNGTS_2011	-	-	hypothetical protein	2220464	2221015	OF676
+	186	384437241	slr1930	SYNGTS_2012	-	-	hypothetical protein	2221132	2221692	OF676
+	305	384437242	slr1931	SYNGTS_2013	-	-	hypothetical protein	2221714	2222631	OF676
+	231	384437243	slr1932	SYNGTS_2014	-	-	hypothetical protein	2222689	2223384	OF676
-	107	384437244	sll1863	SYNGTS_2015	-	-	hypothetical protein	2223605	2223928	OR1
-	143	384437245	sll1862	SYNGTS_2016	-	-	hypothetical protein	2224094	2224525	OR1
-	254	384437246	sll1861	SYNGTS_2017	-	-	transposase	2224582	2225346	OR1
-	261	384437247	sll1860	SYNGTS_2018	-	-	transposase	2225435	2226220	OR1
+	182	384437248	rfbC	SYNGTS_2019	-	-	dTDP-4-dehydrorhamnose 3,5-epimerase	2226645	2227193	OF677
-	627	384437249	sll1858	SYNGTS_2020	-	-	hypothetical protein	2227261	2229144	OR1
+	342	384437250	slr1934	SYNGTS_2021	-	-	pyruvate dehydrogenase E1 component, alphasubunit	2229303	2230331	OF678
+	465	384437251	slr1935	SYNGTS_2022	-	-	hypothetical protein	2230455	2231852	OF679
-	265	384437252	xthA	SYNGTS_2023	-	-	exodeoxyribonuclease III	2231853	2232650	OR1
-	154	384437253	sll1853	SYNGTS_2024	-	-	hypothetical protein	2232625	2233089	OR1
-	149	384437254	ndkR	SYNGTS_2025	-	-	nucleoside diphosphate kinase	2233120	2233569	OR1
-	128	384437255	sll1851	SYNGTS_2026	-	-	hypothetical protein	2233888	2234274	OR1
+	119	384437256	slr1936	SYNGTS_2027	-	-	transposase	2234377	2234736	OF680
+	164	384437257	slr1937	SYNGTS_2028	-	-	transposase	2234730	2235224	OF680
-	211	384437258	sll1849	SYNGTS_2029	-	-	hypothetical protein	2235235	2235870	OR1
+	351	384437259	mtnA	SYNGTS_2030	-	-	methylthioribose-1-phosphate isomerase	2235950	2237005	OF680
-	225	384437260	sll1848	SYNGTS_2031	-	-	hypothetical protein	2237093	2237770	OR1
+	669	384437261	slr1939	SYNGTS_2032	-	-	hypothetical protein	2238055	2240064	OF681
+	482	384437262	slr1940	SYNGTS_2033	-	-	hypothetical protein	2240156	2241604	OF682
+	83	384437263	ssr3300	SYNGTS_2034	-	-	hypothetical protein	2241702	2241953	OF683
-	159	384437264	sll1845	SYNGTS_2035	-	-	hypothetical protein	2242066	2242545	OR1
+	505	384437265	kaiC3	SYNGTS_2036	-	-	circadian clock protein KaiC	2242667	2244184	OF684
+	58	384437266	ssr3304	SYNGTS_2037	-	-	hypothetical protein	2244223	2244399	OF684
+	310	384437267	dpm1	SYNGTS_2038	-	-	dolichol phosphate mannose synthase	2244515	2245447	OF684
+	538	384437268	slr1944	SYNGTS_2039	-	-	hypothetical protein	2245683	2247299	OF685
+	532	384437269	yibO	SYNGTS_2040	-	-	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	2247394	2248992	OF686
+	77	384437270	ycf47	SYNGTS_2041	-	-	hypothetical protein	2249057	2249290	OF687
+	261	384437271	slr1946	SYNGTS_2042	-	-	hypothetical protein	2249527	2250312	OF688
-	433	384437272	odhB	SYNGTS_2043	-	-	dihydrolipoamide acetyltransferase component(E2) of pyruvate dehydrogenase complex	2250473	2251774	OR1
+	212	384437273	slr1949	SYNGTS_2044	-	-	hypothetical protein	2251985	2252623	OF689
+	780	384437274	slr1950	SYNGTS_2045	-	-	cation-transporting ATPase E1-E2 ATPase	2252928	2255270	OF690
+	157	384437275	slr1951	SYNGTS_2046	-	-	hypothetical protein	2255513	2255986	OF691
+	253	384437276	slr0989	SYNGTS_2047	-	-	hypothetical protein	2256019	2256780	OF691
+	389	384437277	slr0990	SYNGTS_2048	-	-	hypothetical protein	2256890	2258059	OF691
+	153	384437278	slr0992	SYNGTS_2049	-	-	hypothetical protein	2258218	2258679	OF692
+	715	384437279	nlpD	SYNGTS_2050	-	-	lipoprotein NlpD	2259245	2261392	OF693
-	191	384437280	lrtA	SYNGTS_2051	-	-	light repressed protein	2261621	2262196	OR1
+	227	384437281	lipB	SYNGTS_2052	-	-	lipoate-protein ligase B	2262643	2263326	OF694
-	96	384437282	ssl1807	SYNGTS_2053	-	-	hypothetical protein	2263307	2263597	OR1
-	477	384437283	glgA	SYNGTS_2054	-	-	glycogen synthase	2264029	2265462	OR1
-	164	384437284	sll0944	SYNGTS_2055	-	-	hypothetical protein	2265666	2266160	OR1
+	531	384437285	slr0320	SYNGTS_2056	-	-	hypothetical protein	2266306	2267901	OF695
-	345	384437286	rpoD	SYNGTS_2057	-	-	RNA polymerase sigma factor	2267942	2268979	OR1
+	315	384437287	era	SYNGTS_2058	-	-	GTP-binding protein Era	2269440	2270387	OF696
+	1095	384437288	slr0322	SYNGTS_2059	-	-	CheA-like protein PilL/TaxAY3/Hik43	2270397	2273684	OF696
+	1042	384437289	ams1	SYNGTS_2060	-	-	alpha-mannosidase	2273684	2276812	OF696
+	294	384437290	slr0324	SYNGTS_2061	-	-	oligopeptide ABC transporter permease protein	2276805	2277689	OF696
+	161	384437291	slr0325	SYNGTS_2062	-	-	hypothetical protein	2277737	2278222	OF696
-	169	384437292	sll0301	SYNGTS_2063	-	-	hypothetical protein	2278313	2278822	OR1
-	226	384437293	ribC	SYNGTS_2064	-	-	riboflavin synthase subunit alpha	2279083	2279763	OR1
+	147	384437294	slr0326	SYNGTS_2065	-	-	hypothetical protein	2279814	2280257	OF696
+	557	384437295	hitB	SYNGTS_2066	-	-	iron utilization protein	2280325	2281998	OF697
+	157	384437296	slr0328	SYNGTS_2067	-	-	low molecular weight phosphotyrosine protein phosphatase	2282048	2282521	OF697
+	327	384437297	xylR	SYNGTS_2068	-	-	xylose repressor	2282610	2283593	OF697
-	210	384437298	sll0298	SYNGTS_2069	-	-	hypothetical protein	2283607	2284239	OR1
-	195	384437299	sll0297	SYNGTS_2070	-	-	hypothetical protein	2284226	2284813	OR1
-	186	384437300	sll0296	SYNGTS_2071	-	-	hypothetical protein	2285002	2285562	OR1
-	89	384437301	ssl0564	SYNGTS_2072	-	-	response regulator OpmR-like protein PedR	2285614	2285883	OR1
-	81	384437302	psaC	SYNGTS_2073	-	-	photosystem I subunit VII	2286150	2286395	OR1
+	525	384437303	ndhD1	SYNGTS_2074	-	-	NADH dehydrogenase subunit 4	2286764	2288341	OF698
+	106	384437304	slr0333	SYNGTS_2075	-	-	hypothetical protein	2288520	2288840	OF699
+	110	384437305	slr0334	SYNGTS_2076	-	-	hypothetical protein	2288905	2289237	OF700
+	84	384437306	ssr0536	SYNGTS_2077	-	-	hypothetical protein	2289521	2289775	OF701
-	268	384437307	sll0295	SYNGTS_2078	-	-	hypothetical protein	2289907	2290713	OR1
+	896	384437308	apcE	SYNGTS_2079	-	-	phycobilisome LCM core-membrane linker polypeptide ApcE	2291004	2293694	OF702
+	729	384437309	slr0337	SYNGTS_2080	-	-	hypothetical protein	2293968	2296157	OF703
-	400	384437310	sll0294	SYNGTS_2081	-	-	hypothetical protein	2296184	2297386	OR1
-	170	384437311	sll0293	SYNGTS_2082	-	-	hypothetical protein	2297422	2297934	OR1
+	364	384437312	slr0338	SYNGTS_2083	-	-	hypothetical protein	2298163	2299257	OF704
+	643	384437313	slr0168	SYNGTS_2084	-	-	hypothetical protein	2299331	2301262	OF705
+	213	384437314	slr0169	SYNGTS_2085	-	-	hypothetical protein	2301454	2302095	OF706
+	175	384437315	ycf37	SYNGTS_2086	-	-	photosystem I assembly protein Ycf37	2302323	2302850	OF707
+	155	384437316	guaB	SYNGTS_2087	-	-	IMP dehydrogenase	2302910	2303377	OF708
-	442	384437317	sll0177	SYNGTS_2088	-	-	hypothetical protein	2303374	2304702	OR1
-	167	384437318	sll0176	SYNGTS_2089	-	-	hypothetical protein	2304723	2305226	OR1
-	66	384437319	ssl0312	SYNGTS_2090	-	-	hypothetical protein	2305416	2305616	OR1
-	540	384437320	sll0175	SYNGTS_2091	-	-	hypothetical protein	2305666	2307288	OR1
-	284	384437321	sll0174	SYNGTS_2092	-	-	hypothetical protein	2307333	2308187	OR1
-	352	384437322	sll0173	SYNGTS_2093	-	-	hypothetical protein	2308229	2309287	OR1
-	152	384437323	sll0172	SYNGTS_2094	-	-	hypothetical protein	2309349	2309807	OR1
-	372	384437324	gcvT	SYNGTS_2095	-	-	glycine cleavage system aminomethyltransferase	2310193	2311311	OR1
-	636	384437325	dnaK	SYNGTS_2096	-	-	DnaK protein	2311480	2313390	OR1
-	714	384437326	sll0169	SYNGTS_2097	-	-	hypothetical protein	2313596	2315740	OR1
-	111	384437327	sll0168	SYNGTS_2098	-	-	hypothetical protein	2315928	2316263	OR1
-	164	384437328	sll0167	SYNGTS_2099	-	-	hypothetical protein	2316352	2316846	OR1
-	538	384437329	hemD	SYNGTS_2100	-	-	uroporphyrin-III synthase	2316827	2318443	OR1
-	1693	384437330	sll0163	SYNGTS_2101	-	-	beta transducin-like protein	2318371	2323452	OR1
-	194	384437331	sll0162	SYNGTS_2102	-	-	hypothetical protein	2323861	2324445	OR1
+	357	384437332	slr0179	SYNGTS_2103	-	-	hypothetical protein	2324680	2325753	OF709
+	338	384437333	slr0180	SYNGTS_2104	-	-	transposase	2325829	2326845	OF710
-	100	384437334	sll0161	SYNGTS_2105	-	-	transposase	2327209	2327511	OR1
-	84	384437335	ssl0296	SYNGTS_2106	-	-	transposase	2327432	2327686	OR1
+	260	384437336	slr0181	SYNGTS_2107	-	-	DNA repair protein RecO	2328153	2328935	OF711
-	70	384437337	ssl0294	SYNGTS_2108	-	-	hypothetical protein	2328963	2329175	OR1
-	224	384437338	sll0160	SYNGTS_2109	-	-	hypothetical protein	2329604	2330278	OR1
-	770	384437339	glgB	SYNGTS_2110	-	-	1,4-alpha-glucan-branching protein	2330321	2332633	OR1
-	256	384437340	sll0157	SYNGTS_2111	-	-	hypothetical protein	2332858	2333628	OR1
-	208	384437341	sll0156	SYNGTS_2112	-	-	hypothetical protein	2333693	2334319	OR1
+	206	384437342	slr0184	SYNGTS_2113	-	-	hypothetical protein	2334522	2335142	OF712
+	198	384437343	umpS	SYNGTS_2114	-	-	orotate phosphoribosyltransferase	2335243	2335839	OF713
-	462	384437344	sll0154	SYNGTS_2115	-	-	hypothetical 35.6 kD protein	2335878	2337266	OR1
+	533	384437345	leuA	SYNGTS_2116	-	-	2-isopropylmalate synthase	2337452	2339053	OF714
+	1244	384437346	slr0359	SYNGTS_2117	-	-	hypothetical protein	2339138	2342872	OF715
+	535	384437347	slr0360	SYNGTS_2118	-	-	hypothetical protein	2342968	2344575	OF716
+	249	384437348	slr0361	SYNGTS_2119	-	-	hypothetical protein	2344613	2345362	OF716
+	184	384437349	slr0362	SYNGTS_2120	-	-	hypothetical protein	2345389	2345943	OF716
-	803	384437350	sll0350	SYNGTS_2121	-	-	hypothetical protein	2346316	2348727	OR1
-	38	384437351	psbI	SYNGTS_2122	-	-	photosystem II PsbI protein	2348956	2349072	OR1
+	203	384437352	slr0363	SYNGTS_2123	-	-	hypothetical protein	2349189	2349800	OF716
+	4787	384437353	slr0364	SYNGTS_2124	-	-	hypothetical protein	2350140	2364503	OF717
+	1083	384437354	slr0369	SYNGTS_2125	-	-	cation or drug efflux system protein	2364748	2367999	OF718
+	454	384437355	gabD	SYNGTS_2126	-	-	succinate-semialdehyde dehydrogenase	2368100	2369464	OF719
-	430	384437356	sphS	SYNGTS_2127	-	-	phosphate regulon regulator SphS/Hik07	2369636	2370928	OR1
-	326	384437357	accD	SYNGTS_2128	-	-	acetyl-CoA carboxylase subunit beta	2371067	2372047	OR1
-	481	384437358	sll0335	SYNGTS_2129	-	-	hypothetical protein	2372161	2373606	OR1
+	126	384437359	slr0373	SYNGTS_2130	-	-	hypothetical protein	2373886	2374266	OF720
+	501	384437360	slr0374	SYNGTS_2131	-	-	cell division cycle protein	2374357	2375862	OF721
+	116	384437361	slr0376	SYNGTS_2132	-	-	hypothetical protein	2375995	2376345	OF722
+	409	384437362	slr0377	SYNGTS_2133	-	-	hypothetical protein	2376527	2377756	OF723
+	704	384437363	slr0378	SYNGTS_2134	-	-	7-beta-(4-carboxybutanamido)cephalosporanic acid acylase	2377799	2379913	OF723
+	236	384437364	slr0379	SYNGTS_2135	-	-	hypothetical protein	2379859	2380569	OF723
+	459	384437365	slr0380	SYNGTS_2136	-	-	hypothetical protein	2380566	2381945	OF723
+	131	384437366	slr0381	SYNGTS_2137	-	-	hypothetical protein	2382059	2382454	OF723
-	259	384437367	fabG	SYNGTS_2138	-	-	3-ketoacyl-ACP reductase	2382767	2383546	OR1
+	186	384437368	slr0383	SYNGTS_2139	-	-	hypothetical protein	2384169	2384729	OF724
+	409	384437369	slr0384	SYNGTS_2140	-	-	hypothetical protein	2384757	2385986	OF724
-	475	384437370	gnd	SYNGTS_2141	-	-	6-phosphogluconate dehydrogenase	2386242	2387669	OR1
-	139	384437371	sll0328	SYNGTS_2142	-	-	hypothetical protein	2387880	2388299	OR1
-	139	384437372	sll0327	SYNGTS_2143	-	-	hypothetical protein	2388299	2388718	OR1
+	412	384437373	slr0386	SYNGTS_2144	-	-	hypothetical protein	2389034	2390272	OF724
+	386	384437374	nifS	SYNGTS_2145	-	-	NifS protein	2390365	2391525	OF725
+	224	384437375	slr0388	SYNGTS_2146	-	-	hypothetical protein	2391547	2392221	OF725
+	204	384437376	slr0769	SYNGTS_2147	-	-	hypothetical protein	2392311	2392925	OF725
+	106	384437377	slr0770	SYNGTS_2148	-	-	hypothetical protein	2393050	2393370	OF726
+	111	384437378	slr0771	SYNGTS_2149	-	-	hypothetical protein	2393354	2393689	OF726
+	508	384437379	chlB	SYNGTS_2150	-	-	protochlorophyllide reductase ChlB subunit	2393921	2395447	OF726
+	226	384437380	slr0773	SYNGTS_2151	-	-	hypothetical protein	2395579	2396259	OF727
-	546	384437381	sll0772	SYNGTS_2152	-	-	hypothetical protein	2396296	2397936	OR1
-	468	384437382	glcP	SYNGTS_2153	-	-	glucose transport protein	2398028	2399434	OR1
+	472	384437383	secD	SYNGTS_2154	-	-	protein-export membrane protein SecD	2399732	2401150	OF728
+	315	384437384	secF	SYNGTS_2155	-	-	protein-export membrane protein SecF	2401211	2402158	OF729
+	344	384437385	lpxD	SYNGTS_2156	-	-	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	2402291	2403325	OF730
-	117	384437386	rpl20	SYNGTS_2157	-	-	50S ribosomal protein L20	2403433	2403786	OR1
-	67	384437387	rpl35	SYNGTS_2158	-	-	50S ribosomal protein L35	2403927	2404130	OR1
-	243	384437388	radC	SYNGTS_2159	-	-	DNA repair protein RadC	2404227	2404958	OR1
-	278	384437389	sll0765	SYNGTS_2160	-	-	hypothetical protein	2404948	2405784	OR1
+	58	384437390	ssr3001	SYNGTS_2161	-	-	hypothetical protein	2406054	2406230	OF731
-	373	384437391	livG	SYNGTS_2162	-	-	high-affinity branched-chain amino acid transport ATP-binding protein	2406383	2407504	OR1
-	224	384437392	sll0762	SYNGTS_2163	-	-	hypothetical protein	2407687	2408361	OR1
-	119	384437393	sll0761	SYNGTS_2164	-	-	hypothetical protein	2408389	2408748	OR1
-	294	384437394	ycf38	SYNGTS_2165	-	-	hypothetical protein	2408847	2409731	OR1
-	347	384437395	sll0759	SYNGTS_2166	-	-	ABC transporter	2409884	2410927	OR1
+	206	384437396	slr0779	SYNGTS_2167	-	-	hypothetical protein	2410995	2411615	OF732
-	495	384437397	purF	SYNGTS_2168	-	-	amidophosphoribosyltransferase	2411643	2413130	OR1
+	31	384437398	psbT	SYNGTS_2169	-	-	photosystem II PsbT protein	2413401	2413496	OF733
+	161	384437399	slr0780	SYNGTS_2170	-	-	hypothetical protein	2413650	2414135	OF734
-	202	384437400	sll0756	SYNGTS_2171	-	-	hypothetical protein	2414227	2414835	OR1
-	200	384437401	sll0755	SYNGTS_2172	-	-	thiol-specific antioxidant protein	2414908	2415510	OR1
-	133	384437402	sll0754	SYNGTS_2173	-	-	ribosome-binding factor A	2415623	2416024	OR1
-	66	384437403	ycf33	SYNGTS_2174	-	-	hypothetical protein	2416083	2416283	OR1
-	294	384437404	folD	SYNGTS_2175	-	-	methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	2416394	2417278	OR1
-	452	384437405	ycf22	SYNGTS_2176	-	-	hypothetical protein	2417352	2418710	OR1
+	471	384437406	slr0782	SYNGTS_2177	-	-	amine oxidase	2418846	2420261	OF735
-	383	384437407	sasA	SYNGTS_2178	-	-	sensory transduction histidine kinase SasA/Hik8	2420352	2421503	OR1
-	199	384437408	sll0749	SYNGTS_2179	-	-	hypothetical protein	2421649	2422248	OR1
+	242	384437409	tpi	SYNGTS_2180	-	-	triosephosphate isomerase	2422437	2423165	OF736
+	340	384437410	slr0784	SYNGTS_2181	-	-	hypothetical protein	2423184	2424206	OF736
+	318	384437411	slr0341	SYNGTS_2182	-	-	hypothetical protein	2424203	2425159	OF736
-	496	384437412	sll0325	SYNGTS_2183	-	-	hypothetical protein	2425113	2426603	OR1
+	222	384437413	petB	SYNGTS_2184	-	-	cytochrome b6	2426826	2427494	OF736
+	160	384437414	petD	SYNGTS_2185	-	-	cytochrome b6-f complex subunit 4	2427625	2428107	OF737
+	473	384437415	rfbW	SYNGTS_2186	-	-	mannosyl transferase	2428359	2429780	OF738
