Strand	Length	PID	Gene	Synonym	Code	COG	Product	Pos_Start	Pos_End	Predicted_Operon
+	445	15791129	hemL	VNG2326G	-	COG0001H	glutamate-1-semialdehyde aminotransferase	1734261	1735598	OF452
+	172	15791130	-	VNG2328H	-	COG1296E	hypothetical protein	1735647	1736165	OF452
+	175	15791131	-	VNG2329C	-	-	hypothetical protein	1736162	1736689	OF452
+	396	15791132	hem3	VNG2330G	-	COG0181H	porphobilinogen deaminase	1736746	1737936	OF452
+	246	15791133	uroM	VNG2331G	-	COG0007H	S-adenosyl-L-methionine:uroporphyrinogen III methyltransferase	1737938	1738678	OF452
+	238	161349972	hemD	VNG2332G	-	COG1587H	uroporphyrinogen-III synthase	1738675	1739391	OF452
+	475	15791135	-	VNG2333C	-	COG0608L	hypothetical protein	1739430	1740857	OF452
-	1301	15791136	-	VNG2334C	-	COG0642T	hypothetical protein	1740866	1744771	OR1
+	261	15791137	-	VNG2335H	-	-	hypothetical protein	1744977	1745762	OF452
+	116	15791138	-	VNG2337C	-	COG0694O	hypothetical protein	1745788	1746138	OF452
-	1370	15791139	polA2	VNG2338G	-	COG1933L	DNA polymerase II large subunit	1746166	1750278	OR1
-	139	15791140	-	VNG2339C	-	COG1661R	hypothetical protein	1750278	1750697	OR1
+	263	15791141	-	VNG2340H	-	-	hypothetical protein	1750823	1751614	OF452
-	73	15791142	-	VNG2341H	-	-	hypothetical protein	1751629	1751850	OR1
-	134	15791143	-	VNG2342H	-	-	hypothetical protein	1751873	1752277	OR1
-	445	15791144	ykfD	VNG2343G	-	COG4608E	oligopeptide ABC transporter ATP-binding protein	1752286	1753623	OR1
-	363	15791145	oppD2	VNG2344G	-	COG0444EP	oligopeptide ABC transporter	1753620	1754711	OR1
-	526	15791146	dppC2	VNG2346G	-	COG1173EP	hypothetical protein	1754712	1756292	OR1
-	363	15791147	dppB1	VNG2347G	-	COG0601EP	dipeptide ABC transporter permease	1756297	1757388	OR1
-	658	15791148	dppA	VNG2349G	-	COG0747E	hypothetical protein	1757520	1759496	OR1
+	285	15791149	-	VNG2351C	-	COG2524K	hypothetical protein	1759702	1760559	OF453
+	576	15791150	glyS	VNG2352G	-	COG0423J	glycyl-tRNA synthetase	1760552	1762282	OF453
+	109	15791151	-	VNG2353H	-	COG0170I	hypothetical protein	1762507	1762836	OF453
+	784	15791152	eif4a	VNG2356G	-	COG1111L	Hef nuclease	1762885	1765239	OF453
+	653	15791153	appA	VNG2358G	-	COG0747E	oligopeptide binding protein	1765447	1767408	OF453
+	326	15791154	appB	VNG2359G	-	COG0601EP	oligopeptide ABC permease	1767435	1768415	OF453
+	386	15791155	appC	VNG2361G	-	COG1173EP	oligopeptide transport permease	1768417	1769577	OF453
+	335	16554515	oppD1	VNG2363Gm	-	COG0444EP	oligopeptide ABC transporter ATP-binding protein	1769595	1770602	OF453
+	440	15791157	appF	VNG2365G	-	COG1123R	oligopeptide ABC transporter ATP-binding protein	1770599	1771921	OF453
-	182	15791158	-	VNG2366C	-	COG1645R	hypothetical protein	1771918	1772466	OR1
+	304	15791159	mdhA	VNG2367G	-	COG0039C	malate dehydrogenase	1772642	1773556	OF453
-	82	15791160	-	VNG2370C	-	COG1141C	hypothetical protein	1773582	1773830	OR1
+	783	15791161	rad24b	VNG2368G	-	COG1204R	ski2-like helicase	1773915	1776266	OF454
+	165	297616199	-	VNG2369C	-	COG1617S	hypothetical protein	1776263	1776760	OF454
+	194	15791163	-	VNG2371C	-	COG3363F	IMP cyclohydrolase	1777089	1777673	OF454
+	227	15791164	rad24c	VNG2372G	-	COG0622R	DNA repair protein	1777719	1778402	OF454
-	487	15791165	tnaA	VNG2373G	-	COG3033E	tryptophanase	1778408	1779871	OR1
-	394	16554516	lysC	VNG2374Gm	-	COG0527E	aspartate kinase	1779843	1781027	OR1
+	131	15791167	-	VNG2376H	-	-	hypothetical protein	1781166	1781561	OF454
-	265	15791168	nosY	VNG2377G	-	COG1277R	hypothetical protein	1781563	1782360	OR1
-	304	15791169	nosF1	VNG2378G	-	COG1131V	copper transport ATP-binding protein	1782357	1783271	OR1
-	84	15791170	-	VNG2379H	-	-	hypothetical protein	1783339	1783593	OR1
-	219	15791171	-	VNG2380H	-	-	hypothetical protein	1783654	1784313	OR1
+	590	15791172	uvrC	VNG2381G	-	COG0322L	excinuclease ABC subunit C	1784408	1786180	OF455
-	331	15791173	nrdA	VNG2383G	-	COG0208F	ribonucleotide-diphosphate reductase subunit beta	1786190	1787185	OR1
-	804	15791174	nrdB1	VNG2384G	-	COG0209F	ribonucleotide-diphosphate reductase alpha subunit	1787185	1789599	OR1
+	58	15791175	-	VNG2385H	-	-	hypothetical protein	1789808	1789984	OF456
-	113	15791176	-	VNG2386C	-	COG0589T	hypothetical protein	1789985	1790326	OR1
+	228	15791177	-	VNG2387H	-	-	hypothetical protein	1790325	1791011	OF457
-	689	15791178	uvrB	VNG2390G	-	COG0556L	excinuclease ABC subunit B	1791684	1793753	OR1
-	210	15791179	-	VNG2392H	-	-	hypothetical protein	1793801	1794433	OR1
-	293	15791180	tssA	VNG2393G	-	COG2897P	thiosulfate sulfurtransferase	1794527	1795408	OR1
+	257	15791181	tssB	VNG2394G	-	COG2897P	thiosulfate sulfurtransferase	1795504	1796277	OF458
+	352	15791182	-	VNG2395C	-	COG4143H	hypothetical protein	1796340	1797398	OF459
+	606	15791183	cysT1	VNG2396G	-	COG1178P	sulfate transport system permease	1797395	1799215	OF459
+	343	15791184	cysA	VNG2397G	-	COG3842E	hypothetical protein	1799212	1800243	OF459
-	240	15791185	scm	VNG2398G	-	COG2226H	24-sterol C-methyltransferase	1800247	1800969	OR1
+	143	15791186	-	VNG2399H	-	COG4711S	hypothetical protein	1800999	1801430	OF459
+	203	15791187	-	VNG2400H	-	COG2874NU	hypothetical protein	1801477	1802088	OF459
-	261	15791188	-	VNG2403H	-	-	hypothetical protein	1802096	1802881	OR1
-	34	15791189	-	VNG2402H	-	-	hypothetical protein	1802881	1802985	OR1
-	513	15791190	dip1	VNG2404G	-	COG0534V	DNA damage-inducible protein	1803013	1804554	OR1
-	222	15791191	-	VNG2406C	-	COG3364R	hypothetical protein	1804702	1805370	OR1
-	107	15791192	-	VNG2408C	-	COG3365S	hypothetical protein	1805370	1805693	OR1
-	222	15791193	gbp3	VNG2410G	-	COG1100R	GTP-binding protein	1805775	1806443	OR1
+	518	15791194	orc7	VNG2411G	-	COG1474LO	orc / cell division control protein 6	1807230	1808786	OF459
-	92	15791195	-	VNG2412H	-	-	hypothetical protein	1808793	1809071	OR1
-	172	15791196	-	VNG2413H	-	COG2259S	hypothetical protein	1809086	1809604	OR1
+	163	15791197	-	VNG2414H	-	COG1414K	hypothetical protein	1809646	1810137	OF460
+	90	15791198	-	VNG2415H	-	-	hypothetical protein	1810134	1810406	OF460
-	239	15791199	sec11	VNG2416G	-	COG0681U	signal sequence peptidase	1810411	1811130	OR1
+	392	15791200	polA1	VNG2417G	-	COG1311L	DNA polymerase II small subunit	1811590	1812768	OF460
+	391	15791201	aspC1	VNG2418G	-	COG0075E	aspartate aminotransferase	1812830	1814005	OF461
-	387	15791202	-	VNG2419C	-	COG2271G	hypothetical protein	1814015	1815178	OR1
+	401	15791203	metA	VNG2420G	-	COG2021E	homoserine O-acetyltransferase	1815268	1816473	OF462
+	431	15791204	hal	VNG2421G	-	COG2873E	O-acetyl homoserine	1816543	1817838	OF463
+	1012	15791205	glcD	VNG2422G	-	COG0277C	hypothetical protein	1817907	1820945	OF464
-	235	15791206	serB	VNG2423G	-	COG0560E	hypothetical protein	1820955	1821662	OR1
+	527	15791207	serA1	VNG2424G	-	COG0111HE	D-3-phosphoglycerate dehydrogenase	1821747	1823330	OF465
+	147	15791208	act	VNG2426G	-	COG1607I	acyl-CoA thioester hydrolase	1823392	1823835	OF466
+	353	15791209	dld	VNG2429G	-	COG2814G	D-lactate dehydrogenase	1824017	1825078	OF467
-	415	15791210	thrC1	VNG2430G	-	COG0498E	threonine synthase	1825082	1826329	OR1
-	88	15791211	-	VNG2431C	-	-	hypothetical protein	1826400	1826666	OR1
-	104	15791212	-	VNG2432C	-	COG0393S	hypothetical protein	1826736	1827050	OR1
-	162	15791213	-	VNG2433H	-	-	hypothetical protein	1827120	1827608	OR1
-	485	15791214	argH	VNG2436G	-	COG0165E	argininosuccinate lyase	1827624	1829081	OR1
-	396	15791215	argG	VNG2437G	-	COG0137E	argininosuccinate synthase	1829078	1830268	OR1
-	165	15791216	-	VNG2439H	-	-	hypothetical protein	1830494	1830991	OR1
+	62	15791217	-	VNG2440H	-	-	hypothetical protein	1831119	1831307	OF468
-	732	15791218	rad3b	VNG2441G	-	COG1199KL	helicase	1831314	1833512	OR1
+	47	15791219	-	VNG2442H	-	-	hypothetical protein	1833667	1833810	OF469
-	182	15791220	dpsA	VNG2443G	-	COG0783P	starvation induced DNA-binding protein	1833843	1834391	OR1
+	202	15791221	-	VNG2444C	-	COG0622R	hypothetical protein	1834499	1835107	OF470
-	210	15791222	-	VNG2445C	-	COG1777K	hypothetical protein	1835158	1835790	OR1
+	52	15791223	-	VNG2446H	-	-	hypothetical protein	1835869	1836027	OF471
-	357	15791224	lta	VNG2447G	-	COG2008E	threonine aldolase	1836024	1837097	OR1
+	369	15791225	pepB2	VNG2449G	-	COG2309E	aminopeptidase	1837127	1838236	OF472
+	35	15791226	-	VNG2451H	-	-	hypothetical protein	1838406	1838513	OF473
+	190	15791227	-	VNG2452C	-	COG0237H	hypothetical protein	1838756	1839328	OF474
+	138	15791228	-	VNG2454C	-	COG1931S	hypothetical protein	1839321	1839737	OF474
-	246	15791229	-	VNG2455C	-	COG3366S	hypothetical protein	1839744	1840484	OR1
-	185	16554517	-	VNG2456Cm	-	COG1824P	ABC transporter permease	1840774	1841331	OR1
-	190	15791231	-	VNG2458C	-	COG1824P	hypothetical protein	1841332	1841904	OR1
-	460	15791232	srp54	VNG2459G	-	COG0541U	signal recognition particle	1841954	1843336	OR1
+	142	15791233	-	VNG2461H	-	-	hypothetical protein	1843458	1843886	OF474
-	373	15791234	dpa	VNG2462G	-	COG0552U	signal recognition particle receptor	1843883	1845004	OR1
-	154	15791235	-	VNG2465C	-	COG1730O	hypothetical protein	1845012	1845476	OR1
-	220	16554518	EIF6	VNG2466a	-	COG1976J	translation initiation factor IF-6	1845619	1846281	OR1
-	92	15791237	rpl31e	VNG2467G	-	COG2097J	50S ribosomal protein L31	1846287	1846565	OR1
-	50	15791238	rpl39e	VNG2469G	-	COG2167J	50S ribosomal protein L39	1846565	1846717	OR1
+	263	15791239	-	VNG2468C	-	COG3063NU	hypothetical protein	1846853	1847644	OF475
+	102	15791240	-	VNG2470C	-	COG2412S	hypothetical protein	1847641	1847949	OF475
+	415	15791241	nifS	VNG2471G	-	COG0520E	hypothetical protein	1848020	1849267	OF475
+	142	15791242	nifU	VNG2472G	-	COG0822C	hypothetical protein	1849321	1849749	OF476
-	386	15791243	radA	VNG2473G	-	COG0468L	DNA repair and recombination protein RadA	1849762	1850922	OR1
+	367	15791244	-	VNG2474C	-	COG1499J	hypothetical protein	1850921	1852024	OF477
+	346	15791245	-	VNG2475C	-	COG2520R	hypothetical protein	1852017	1853057	OF477
-	543	15791246	-	VNG2476C	-	COG1199KL	hypothetical protein	1853446	1855077	OR1
-	35	15791247	-	VNG2477H	-	-	hypothetical protein	1855271	1855378	OR1
-	372	16554519	-	VNG2480Hm	-	COG0704P	hypothetical protein	1855514	1856632	OR1
-	345	15791249	pstB1	VNG2482G	-	COG1117P	phosphate ABC transporter ATP-binding protein	1856718	1857755	OR1
-	534	15791250	pstA1	VNG2483G	-	COG0581P	phosphate ABC transporter permease	1857748	1859352	OR1
-	371	15791251	pstC1	VNG2484G	-	COG0573P	phosphate transporter permease	1859352	1860467	OR1
-	379	15791252	yqgG	VNG2486G	-	COG0226P	phosphate ABC transporter binding protein	1860511	1861650	OR1
+	300	15791253	-	VNG2488C	-	COG0702MG	hypothetical protein	1861805	1862707	OF477
+	249	15791254	-	VNG2490H	-	-	hypothetical protein	1862700	1863449	OF477
+	267	15791255	-	VNG2493C	-	COG0613R	hypothetical protein	1864085	1864888	OF477
-	82	15791256	-	VNG2495H	-	-	hypothetical protein	1864885	1865133	OR1
-	106	15791257	ferB	VNG2496G	-	COG1143C	ferredoxin	1865117	1865437	OR1
+	164	15791258	-	VNG2497H	-	COG3837S	hypothetical protein	1865502	1865996	OF478
+	126	15791259	-	VNG2498H	-	-	hypothetical protein	1866003	1866383	OF478
-	337	15791260	gcdH	VNG2499G	-	COG1960I	glutaryl-CoA dehydrogenase	1866390	1867403	OR1
-	231	15791261	-	VNG2501C	-	COG0518F	hypothetical protein	1867590	1868285	OR1
+	393	15791262	-	VNG2502C	-	COG1078R	hypothetical protein	1868371	1869552	OF478
+	502	15791263	pheS	VNG2504G	-	COG0016J	phenylalanyl-tRNA synthetase subunit alpha	1869757	1871265	OF479
+	567	15791264	pheT	VNG2505G	-	COG0072J	phenylalanyl-tRNA synthetase subunit beta	1871265	1872968	OF479
-	349	15791265	pyrD	VNG2507G	-	COG0167F	dihydroorotate dehydrogenase 2	1872969	1874018	OR1
+	103	15791266	-	VNG2508C	-	-	hypothetical protein	1874236	1874547	OF479
+	218	15791267	-	VNG2509H	-	-	hypothetical protein	1881134	1881790	OF480
+	65	15791268	-	VNG2510H	-	-	hypothetical protein	1881839	1882036	OF480
-	43	15791269	-	VNG2511H	-	-	hypothetical protein	1882189	1882320	OR1
-	410	15791270	epf1	VNG2512G	-	COG1236J	mRNA 3'-end processing factor-like protein	1882378	1883610	OR1
+	489	15791271	aldY1	VNG2513G	-	COG1012C	AldY1	1883735	1885204	OF480
+	131	15791272	rps6e	VNG2514G	-	COG2125J	30S ribosomal protein S6	1885376	1885771	OF481
+	86	15791273	-	VNG2515H	-	-	hypothetical protein	1886025	1886285	OF482
+	303	15791274	-	VNG2516C	-	COG0524G	hypothetical protein	1886292	1887203	OF482
-	267	15791275	-	VNG2518C	-	COG0434R	hypothetical protein	1887200	1888003	OR1
-	360	15791276	-	VNG2519H	-	COG2404R	hypothetical protein	1888045	1889127	OR1
-	157	15791277	-	VNG2520C	-	COG0589T	hypothetical protein	1889187	1889660	OR1
+	147	15791278	-	VNG2521H	-	COG0589T	hypothetical protein	1889712	1890155	OF482
-	183	15791279	-	VNG2522C	-	COG0456R	hypothetical protein	1890170	1890721	OR1
-	134	15791280	-	VNG2523H	-	COG0589T	hypothetical protein	1890711	1891115	OR1
+	206	15791281	-	VNG2524H	-	-	hypothetical protein	1891191	1891811	OF483
-	171	15791282	-	VNG2525H	-	-	hypothetical protein	1891808	1892323	OR1
+	943	15791283	dppF	VNG2526G	-	COG4608E	hypothetical protein	1892426	1895257	OF484
+	566	15791284	dppD	VNG2527G	-	COG0747E	hypothetical protein	1895306	1897006	OF484
+	347	15791285	dppB2	VNG2529G	-	COG0601EP	hypothetical protein	1897064	1898107	OF484
+	315	15791286	dppC1	VNG2531G	-	COG1173EP	dipeptide ABC transporter permease	1898114	1899061	OF484
+	119	15791287	-	VNG2532H	-	-	hypothetical protein	1899063	1899422	OF484
-	422	15791288	pyrC	VNG2533G	-	COG0044F	dihydroorotase	1899427	1900695	OR1
-	227	15791289	-	VNG2536C	-	COG0095H	hypothetical protein	1900720	1901403	OR1
+	286	15791290	-	VNG2534C	-	-	hypothetical protein	1901458	1902318	OF484
+	146	15791291	-	VNG2535H	-	COG3431S	hypothetical protein	1902361	1902801	OF484
-	190	15791292	entB	VNG2537G	-	COG1335Q	isochorismatase	1902806	1903378	OR1
+	509	15791293	-	VNG2539H	-	-	hypothetical protein	1903499	1905028	OF484
+	381	16554520	pncB	VNG2541Cm	-	COG1488H	nicotinate phosphoribosyltransferase	1905159	1906304	OF485
-	210	15791295	-	VNG2543C	-	COG2078S	hypothetical protein	1906294	1906926	OR1
-	31	15791296	-	VNG2544H	-	-	hypothetical protein	1906993	1907088	OR1
-	367	15791297	pepB3	VNG2546G	-	COG2309E	aminopeptidase	1907681	1908784	OR1
-	881	15791298	valS	VNG2547G	-	COG0525J	valyl-tRNA synthetase	1908841	1911486	OR1
+	376	15791299	-	VNG2549C	-	COG0614P	hypothetical protein	1911770	1912900	OF486
+	373	15791300	fhuG	VNG2551G	-	COG0609P	FhuG	1912908	1914029	OF486
+	273	15791301	yfmF	VNG2552G	-	COG1120PH	ferrichrome ABC transporter ATP-binding protein	1914032	1914853	OF486
+	305	15791302	yqeC	VNG2553G	-	COG1023G	6-phosphogluconate dehydrogenase	1915106	1916023	OF486
-	193	15791303	-	VNG2554H	-	COG4977K	hypothetical protein	1916020	1916601	OR1
+	192	15791304	-	VNG2555C	-	COG0633C	hypothetical protein	1916695	1917273	OF487
-	136	15791305	-	VNG2556H	-	-	hypothetical protein	1917494	1917904	OR1
-	306	15791306	fepC	VNG2558G	-	COG1120PH	hypothetical protein	1918048	1918968	OR1
-	359	15791307	yfmD2	VNG2560G	-	COG0609P	ferrichrome ABC transporter permease	1918972	1920051	OR1
-	384	15791308	-	VNG2562H	-	COG0614P	hypothetical protein	1920058	1921212	OR1
-	287	15791309	-	VNG2563H	-	-	hypothetical protein	1921302	1922165	OR1
+	515	15791310	trkH3	VNG2565G	-	COG0168P	TRK potassium uptake system protein	1922429	1923976	OF488
+	705	15791311	-	VNG2566H	-	-	hypothetical protein	1924311	1926428	OF489
-	153	15791312	-	VNG2567C	-	COG3354N	hypothetical protein	1926895	1927356	OR1
+	180	15791313	-	VNG2569H	-	-	hypothetical protein	1927515	1928057	OF490
-	165	15791314	dcd	VNG2570G	-	COG0717F	deoxyuridine 5'-triphosphate nucleotidohydrolase	1928058	1928555	OR1
+	525	15791315	hly	VNG2573G	-	COG1404O	Hly	1928690	1930267	OF491
+	661	15791316	can	VNG2574G	-	COG1048C	aconitate hydratase	1930439	1932424	OF492
+	179	15791317	rimI	VNG2575G	-	COG0456R	Pab N-terminal acetyltransferase	1932464	1933003	OF492
+	119	15791318	-	VNG2576H	-	-	hypothetical protein	1933026	1933385	OF492
+	140	15791319	-	VNG2577C	-	-	hypothetical protein	1933410	1933832	OF492
-	145	15791320	idr1	VNG2579G	-	COG1321K	iron-dependent repressor-like protein	1933811	1934248	OR1
+	192	15791321	-	VNG2580C	-	-	hypothetical protein	1934329	1934907	OF492
+	64	15791322	-	VNG2581H	-	COG2608P	hypothetical protein	1935013	1935207	OF493
+	120	15791323	-	VNG2582H	-	COG0607P	hypothetical protein	1935261	1935623	OF494
-	97	15791324	-	VNG2584C	-	COG0023J	translation initiation factor Sui1	1935688	1935981	OR1
+	66	15791325	-	VNG2585H	-	-	hypothetical protein	1936134	1936334	OF495
-	253	15791326	-	VNG2586C	-	COG1478S	F420-0--gamma-glutamyl ligase	1936344	1937105	OR1
-	206	15791327	-	VNG2587C	-	COG0218R	GTP-binding protein	1937298	1937918	OR1
+	247	15791328	-	VNG2589C	-	COG2968S	hypothetical protein	1938030	1938773	OF496
+	291	15791329	-	VNG2591C	-	COG1808S	hypothetical protein	1939254	1940129	OF497
+	106	15791330	-	VNG2593H	-	-	hypothetical protein	1940155	1940475	OF497
-	327	15791331	gbp4	VNG2595G	-	COG1084R	GTP-binding protein	1940522	1941505	OR1
+	117	15791332	-	VNG2594C	-	-	hypothetical protein	1941587	1941940	OF497
-	95	15791333	hisI	VNG2596G	-	COG0140E	hypothetical protein	1942002	1942289	OR1
-	152	15791334	-	VNG2597C	-	COG1259S	hypothetical protein	1942282	1942740	OR1
-	203	15791335	hisH1	VNG2598G	-	COG0311H	glutamine amidotransferase subunit PdxT	1942737	1943348	OR1
-	53	15791336	-	VNG2599H	-	COG4023U	preprotein translocase subunit SecG	1943386	1943547	OR1
+	89	15791337	trxA2	VNG2600G	-	COG3118O	hypothetical protein	1943660	1943929	OF498
+	618	15791338	arsB	VNG2602G	-	COG0471P	hypothetical protein	1944035	1945891	OF499
-	114	15791339	-	VNG2603H	-	-	hypothetical protein	1945888	1946232	OR1
+	310	16554521	THI1	VNG2604Gm	-	COG1635H	ribulose-1,5-biphosphate synthetase	1946319	1947251	OF500
+	445	15791341	thiD	VNG2606G	-	COG0351H	hypothetical protein	1947251	1948588	OF500
-	222	15791342	-	VNG2607C	-	COG2085R	hypothetical protein	1948559	1949227	OR1
-	290	15791343	-	VNG2608C	-	COG0546R	hypothetical protein	1949316	1950188	OR1
-	129	16554522	-	VNG2608a	-	COG1255S	hypothetical protein	1950221	1950610	OR1
+	173	15791344	-	VNG2610C	-	COG1913R	archaemetzincin-like protein	1950650	1951171	OF500
-	429	15791345	hflX1	VNG2611G	-	COG2262R	GTP-binding protein	1951188	1952477	OR1
-	610	15791346	rli	VNG2612G	-	COG1245R	ATPase RIL	1952690	1954522	OR1
-	99	15791347	-	VNG2613H	-	-	hypothetical protein	1954525	1954824	OR1
+	90	15791348	-	VNG2614H	-	COG3711K	hypothetical protein	1954955	1955227	OF501
-	619	15791349	-	VNG2615C	-	COG1855R	ATPase	1955274	1957133	OR1
+	502	15791350	cxp	VNG2616G	-	COG2317E	carboxypeptidase	1957549	1959057	OF502
+	347	15791351	adh2	VNG2617G	-	COG1063ER	alcohol dehydrogenase	1959213	1960256	OF503
+	60	15791352	-	VNG2619H	-	-	hypothetical protein	1960353	1960535	OF504
+	609	15791353	uvrD	VNG2620G	-	COG0210L	hypothetical protein	1960727	1962556	OF505
+	335	15791354	-	VNG2622H	-	COG0006E	hypothetical protein	1962562	1963569	OF505
+	218	15791355	ribC	VNG2624G	-	COG0307H	riboflavin synthase subunit alpha	1963879	1964535	OF505
-	385	15791356	-	VNG2625C	-	COG2339S	hypothetical protein	1964484	1965641	OR1
+	30	15791357	-	VNG2626H	-	-	hypothetical protein	1965732	1965824	OF506
+	471	15791358	-	VNG2627C	-	COG1530J	hypothetical protein	1965903	1967318	OF507
-	123	15791359	-	VNG2628H	-	COG0694O	hypothetical protein	1967327	1967698	OR1
-	326	15791360	glcK	VNG2629G	-	COG1940KG	glucose kinase	1967776	1968756	OR1
-	201	15791361	-	VNG2631H	-	COG2013S	hypothetical protein	1968823	1969428	OR1
+	246	15791362	yusZ2	VNG2632G	-	COG1028IQR	oxidoreductase	1969542	1970282	OF508
-	65	15791363	-	VNG2633H	-	-	hypothetical protein	1970298	1970495	OR1
-	190	15791364	-	VNG2634H	-	COG4894S	hypothetical protein	1970550	1971122	OR1
+	982	15791365	uvrA	VNG2636G	-	COG0178L	hypothetical protein	1971212	1974160	OF509
+	305	15791366	-	VNG2637H	-	-	hypothetical protein	1974232	1975149	OF510
+	360	15791367	bchP	VNG2638G	-	COG0644C	geranylgeranyl hydrogenase	1975213	1976295	OF511
-	457	15791368	uae	VNG2639G	-	COG0381M	UDP-N-acetylglucosamine 2-epimerase	1976303	1977676	OR1
-	344	15791369	gcvT2	VNG2640G	-	COG0404E	glycine cleavage system protein T	1977745	1978779	OR1
-	99	15791370	-	VNG2641H	-	-	hypothetical protein	1978824	1979123	OR1
+	313	15791371	-	VNG2642H	-	COG5271R	hypothetical protein	1979205	1980146	OF512
+	130	15791372	-	VNG2643H	-	-	hypothetical protein	1980191	1980583	OF512
-	118	15791373	-	VNG2644C	-	COG2450S	hypothetical protein	1980692	1981048	OR1
+	242	16554523	-	VNG2644a	-	COG3342S	hypothetical protein	1981201	1981929	OF512
-	159	15791374	-	VNG2646C	-	COG2016J	RNA-binding protein	1981952	1982431	OR1
+	91	15791375	-	VNG2645H	-	-	hypothetical protein	1982514	1982789	OF513
+	429	15791376	vacB	VNG2647G	-	COG0557K	hypothetical protein	1982832	1984121	OF513
-	102	15791377	rps10p	VNG2648G	-	COG0051J	30S ribosomal protein S10	1984401	1984709	OR1
-	421	15791378	eef1a	VNG2649G	-	COG5256J	elongation factor 1-alpha	1984713	1985978	OR1
-	317	15791379	hom	VNG2650G	-	COG0460E	Hom	1986133	1987086	OR1
-	443	15791380	-	VNG2652H	-	COG0675L	hypothetical protein	1987884	1989215	OR1
+	132	15791381	-	VNG2653C	-	COG1943L	hypothetical protein	1989233	1989631	OF513
-	728	16554524	EEF2	VNG2654Gm	-	COG0480J	elongation factor EF-2	1989693	1991879	OR1
+	254	15791383	-	VNG2656H	-	-	hypothetical protein	1992072	1992836	OF514
-	210	15791384	rps7p	VNG2657G	-	COG0049J	30S ribosomal protein S7	1992911	1993543	OR1
-	142	15791385	rps12P	VNG2658G	-	COG0048J	30S ribosomal protein S12	1993547	1993975	OR1
-	139	15791386	nusA	VNG2661G	-	COG0195K	transcription elongation factor NusA-like protein	1994139	1994558	OR1
-	397	15791387	rpoC	VNG2662G	-	COG0086K	DNA-directed RNA polymerase subunit A''	1994558	1995751	OR1
-	971	16554525	rpoA1	VNG2664Gm	-	COG0086K	DNA-directed RNA polymerase subunit A'	1995744	1998659	OR1
-	608	15791389	rpoB'	VNG2665G	-	COG0085K	DNA-directed RNA polymerase subunit B'	1998659	2000485	OR1
-	523	15791390	rpoB''	VNG2666G	-	COG0085K	DNA-directed RNA polymerase subunit beta''	2000487	2002058	OR1
-	75	15791391	rpoH	VNG2668G	-	COG2012K	DNA-directed RNA polymerase subunit H	2002059	2002286	OR1
-	306	15791392	cyo	VNG2669G	-	COG4083S	cytochrome oxidase subunit I-like protein	2002626	2003546	OR1
-	36	15791393	-	VNG2673H	-	-	hypothetical protein	2006199	2006309	OR1
-	136	15791394	-	VNG2674H	-	-	hypothetical protein	2006446	2006856	OR1
-	172	15791395	-	VNG2675C	-	COG1309K	hypothetical protein	2006920	2007438	OR1
+	619	15791396	-	VNG2677H	-	COG3889R	hypothetical protein	2007840	2009699	OF515
-	610	15791397	-	VNG2678H	-	-	hypothetical protein	2009709	2011541	OR1
+	836	15791398	csg	VNG2679G	-	COG3889R	cell surface glycoprotein	2011729	2014239	OF516
